     Time        WW       Cap      Tair      Patm      Hrel      Nebu    Pr?ip.     Evap.
      sec       m/s         ?        ?C      mbar         %      octa m3/s/m2*e-m3/s/m2*e-8
  12960000      1.4        130      7.7    1014.2         78         2 0.000E+00     3.24
  12970800      0.9         30      7.1    1012.5         85         2 0.000E+00     3.04
  12981600         1       180      7.2    1011.3         91         7 0.000E+00     2.84
  12992400         0         0     10.2    1012.4         88         7 0.000E+00     2.63
  13003200      0.5        280     13.7    1011.7         75         7 0.000E+00     2.43
  13014000      6.4        300     17.7    1009.6         58         3 0.000E+00      2.4
  13024800      7.9        280     15.3    1010.2         58         3 0.000E+00     2.37
  13035600         9       300     12.8       1011        68         3 0.000E+00     2.34
  13046400      6.5        310     11.4    1011.3         68         3 0.000E+00     2.31
  13057200      5.5        340        10      1010        73         3 0.000E+00     2.29
  13068000      1.3         30      7.9    1010.2         83         3 0.000E+00     2.26
  13078800      6.8        310     12.1    1010.6         74         6 0.000E+00     2.23
  13089600         7       270     14.8       1010        62         7 0.000E+00      2.2
  13100400      3.5        230     15.3    1008.6         71         6 0.000E+00     2.31
  13111200      1.5        280     13.7       1009        79         6 0.000E+00     2.43
  13122000         2       310     13.3    1009.2         71         5 0.000E+00     2.55
  13132800      5.1        250     13.6    1008.9         74         5 0.000E+00     2.66
  13143600      4.4        250        14   1007.9         66         7 0.000E+00     2.78
  13154400      3.8        270     14.1    1007.6         67         7 0.000E+00     2.89
  13165200      7.4        270        16   1009.1         67         7 0.000E+00     3.01
  13176000      8.3        300     18.4    1009.7         65         6 0.000E+00     3.13
  13186800      6.2        300     18.9       1009        60         3 0.000E+00     3.02
  13197600      6.3        280        16   1010.2         67         1 0.000E+00     2.92
  13208400      2.6        310     13.2    1011.6         80         0 0.000E+00     2.82
  13219200      1.7        140        12      1012        87         4 0.000E+00     2.72
  13230000      2.9        100     12.8    1010.5         84         6 0.000E+00     2.62
  13240800      2.7        110     11.1    1011.2         89         7 0.000E+00     2.52
  13251600      2.2        190     15.8    1011.6         71         7 0.000E+00     2.42
  13262400      6.6        280     17.6    1012.2         69         7 0.000E+00     2.31
  13273200      4.5        280     17.9    1011.9         66         7 0.000E+00     2.37
  13284000      4.6        280     15.9       1013        69         7 0.000E+00     2.43
  13294800      0.9        230     13.8    1014.6         81         7 0.000E+00     2.49
  13305600      1.7        300     11.4    1014.9         84         0 0.000E+00     2.55
  13316400         0         0      8.5    1014.3         91         0 0.000E+00      2.6
  13327200      2.7        110      7.6    1014.8         90         4 0.000E+00     2.66
  13338000      0.7        310     14.6    1015.5         62         3 0.000E+00     2.72
  13348800      1.2        300     18.7    1015.2         42         6 0.000E+00     2.78
  13359600         3       150     21.9    1013.4         40         4 0.000E+00     2.82
  13370400      2.6        150     15.9    1013.7         70         6 0.000E+00     2.86
  13381200      5.3        120     14.4    1013.6         74         5 0.000E+00     2.91
  13392000      5.9        100        15   1013.7         60         3 0.000E+00     2.95
  13402800      3.7         70     12.9    1013.4         81         3 0.000E+00     2.99
  13413600      1.7        120     12.1    1016.8         85         7 0.000E+00     3.04
  13424400      3.2        300     14.2       1019        77         7 0.000E+00     3.08
  13435200      6.9        340     16.1    1018.3         57         7 0.000E+00     3.13
  13446000      5.8        320     16.9       1017        52         7 1.836E-02     2.94
  13456800      3.6        330        14      1018        57         6 3.780E-02     2.75
  13467600      3.6        120     10.8    1018.3         73         0 5.616E-02     2.56
  13478400      2.1        110         9   1018.8         77         2 7.452E-02     2.37
  13489200      3.3        100     10.1    1017.7         87         7 9.396E-02     2.18
  13500000      1.2        130      9.8    1017.4         87         5 1.123E-01         2
  13510800      2.6        110     14.4    1017.9         82         6 1.318E-01     1.81
  13521600      4.8        170     15.5    1016.2         77         8 1.501E-01     1.62
  13532400         8       150     15.6    1013.4         74         7 1.404E-01     1.68
  13543200      5.2        140     14.3    1011.8         76         8 1.318E-01     1.74
  13554000         7       140     13.9       1011        79         8 1.220E-01     1.79
  13564800      3.3        170     13.7    1009.9         85         8 1.123E-01     1.85
  13575600         1       270     11.9    1007.8         86         8 1.026E-01     1.91
  13586400         1       130     10.2    1007.5         93         3 9.396E-02     1.97
  13597200         2       240     12.5    1005.9         76         2 8.424E-02     2.03
  13608000         2       310     14.7    1003.5         57         7 7.452E-02     2.08
  13618800         4       140     14.8    1001.1         54         7 6.588E-02     2.21
  13629600         5       120     13.1     999.8         68         8 5.616E-02     2.34
  13640400         3        80     12.1    1000.1         73         8 4.644E-02     2.47
  13651200         1       140     11.3    1001.7         81         8 3.780E-02      2.6
  13662000         2        10     10.4    1003.8         85         7 2.808E-02     2.73
  13672800         4       340      9.8    1005.9         84         6 1.836E-02     2.86
  13683600      6.8        330     12.3    1008.3         75         8 9.720E-03     2.99
  13694400      8.8        330     15.9    1009.8         62         7 0.000E+00     3.13
  13705200     13.8        340     15.3    1011.2         59         7 0.000E+00     3.26
  13716000     11.3        340     13.2    1013.6         54         6 0.000E+00     3.39
  13726800      8.4        340     12.5    1016.9         52         2 0.000E+00     3.52
  13737600         8       340     11.3    1018.6         55         0 0.000E+00     3.65
  13748400      2.2        360      8.7       1019        64         0 0.000E+00     3.78
  13759200      3.2        330      7.7    1020.1         67         1 0.000E+00     3.91
  13770000      2.9        340     12.7    1021.2         53         2 0.000E+00     4.04
  13780800      5.3        300        17   1020.7         42         4 0.000E+00     4.17
  13791600     10.4        320     15.4    1019.1         44         7 0.000E+00     4.33
  13802400     11.4        330     13.6    1019.3         41         7 0.000E+00     4.48
  13813200     11.7        330     13.2    1020.1         52         7 0.000E+00     4.64
  13824000     15.3        330     10.7    1017.4         61         5 0.000E+00      4.8
  13834800     14.7        340     10.5    1016.5         53         5 0.000E+00     4.96
  13845600     11.1        340      8.5       1019        58         7 0.000E+00     5.12
  13856400      8.2        330     10.8    1020.5         54         3 0.000E+00     5.28
  13867200        10       330     14.6    1019.9         45         3 0.000E+00     5.44
  13878000     10.1        340     16.4    1018.6         35         2 0.000E+00     5.09
  13888800      7.9        350     13.2    1020.2         40         2 0.000E+00     4.75
  13899600      2.5        360      9.9    1022.9         43         0 0.000E+00      4.4
  13910400      4.2        350      8.4       1024        50         0 0.000E+00     4.05
  13921200      2.4         20      7.3    1022.9         50         0 0.000E+00      3.7
  13932000      4.7        340      5.9    1022.9         60         0 0.000E+00     3.36
